TransactionID,isFraud
3663660,0.0005954445
3663661,0.009176891
3663662,0.001842228
3663663,0.0052280105
3663664,0.0018496157
3663665,0.015166668
3663666,0.0016712864
3663667,0.003717012
3663668,0.0014124796
3663669,0.017601142
3663670,0.0012418247
3663671,0.0011620114
3663672,0.0100950645
3663673,0.008929869
3663674,0.015993396
3663675,0.00085296156
3663676,0.0008549604
3663677,0.004342493
3663678,0.0013495487
3663679,0.012045707
3663680,0.002874751
3663681,0.0008976998
3663682,0.24352963
3663683,0.010844187
3663684,0.043594934
3663685,0.017939333
3663686,0.007375182
3663687,0.0021595305
3663688,0.0021416864
3663689,0.002469493
3663690,0.0027410241
3663691,0.0017823507
3663692,0.0017146732
3663693,0.005744276
3663694,0.0009761708
3663695,0.019313013
3663696,0.0063708504
3663697,0.001358694
3663698,0.00095967425
3663699,0.016383097
3663700,0.044635817
3663701,0.020915885
3663702,0.0042260494
3663703,0.0023356949
3663704,0.026959859
3663705,0.5854302
3663706,0.0017566443
3663707,0.0040130275
3663708,0.00424112
3663709,0.0020004238
3663710,0.0022653122
3663711,0.0002569785
3663712,0.003892502
3663713,0.09793236
3663714,0.009488527
3663715,0.010328484
3663716,0.008486571
3663717,0.0036661983
3663718,0.0039029894
3663719,0.03112557
3663720,0.0004447889
3663721,0.2153753
3663722,0.001688875
3663723,0.0157983
3663724,0.00029618575
3663725,0.009880251
3663726,0.0020285193
3663727,0.0016819271
3663728,0.0013631177
3663729,0.0014891805
3663730,0.0010431872
3663731,0.0015010322
3663732,0.005003709
3663733,0.022459209
3663734,0.00077220186
3663735,0.49023277
3663736,0.0019958292
3663737,0.008243888
3663738,0.002960093
3663739,0.0033674494
3663740,0.0039289207
3663741,0.015057912
3663742,0.0006611629
3663743,0.008716516
3663744,0.0022277506
3663745,0.54328007
3663746,0.0062627196
3663747,0.005912801
3663748,0.0006257264
3663749,0.0009905131
3663750,0.0068450836
3663751,0.0016835923
3663752,0.007824047
3663753,0.0015884776
3663754,0.040006846
3663755,0.16319865
3663756,0.0024723574
3663757,0.034855116
3663758,0.011738901
3663759,0.0029484034
3663760,0.00091366126
3663761,0.0031664213
3663762,0.006170334
3663763,0.0063672895
3663764,0.002391501
3663765,0.0010678733
3663766,0.014556221
3663767,0.007614895
3663768,0.0021075176
3663769,0.16695775
3663770,0.0013480663
3663771,0.0005409123
3663772,0.018939972
3663773,0.13897188
3663774,0.006162976
3663775,0.0027181802
3663776,0.00065171625
3663777,0.010510657
3663778,0.42891982
3663779,0.003037015
3663780,0.6068396
3663781,0.0030189152
3663782,0.0024872299
3663783,0.0020261083
3663784,0.00053722877
3663785,0.009153122
3663786,0.0020237572
3663787,0.0018018298
3663788,0.0030825916
3663789,0.0014744195
3663790,0.0011283057
3663791,0.00032155824
3663792,0.01661773
3663793,0.6686823
3663794,0.0049512596
3663795,0.0026027951
3663796,0.0012866841
3663797,0.0027142805
3663798,0.03249171
3663799,0.010750142
3663800,0.0043822494
3663801,0.002248642
3663802,0.00025520902
3663803,0.041385777
3663804,0.0004414008
3663805,0.006487713
3663806,0.0023784053
3663807,0.006383589
3663808,0.0007373991
3663809,0.024816282
3663810,0.0007292402
3663811,0.4189682
3663812,0.4322845
3663813,0.45555976
3663814,0.00041329148
3663815,0.003383246
3663816,0.003181797
3663817,0.0019896615
3663818,0.0048686764
3663819,0.030082101
3663820,0.01081499
3663821,0.6128418
3663822,0.021399882
3663823,0.013371198
3663824,0.022654584
3663825,0.0017660729
3663826,0.007539626
3663827,0.32799995
3663828,0.48590288
3663829,0.003936454
3663830,0.0058789337
3663831,0.0005695644
3663832,0.0026865683
3663833,0.0028651922
3663834,0.0014073196
3663835,0.0052888347
3663836,0.7270423
3663837,0.0127150435
3663838,0.011733896
3663839,0.012596739
3663840,0.0074705053
3663841,0.0084025385
3663842,0.00049687474
3663843,0.00766244
3663844,0.00345482
3663845,0.0024527386
3663846,0.0030167545
3663847,0.008905136
3663848,0.056254875
3663849,0.01996945
3663850,0.0016067964
3663851,0.0080314595
3663852,0.00077787694
3663853,0.00913976
3663854,0.0027892734
3663855,0.008416256
3663856,0.012482397
3663857,0.0052113156
3663858,0.26515654
3663859,0.0099206185
3663860,0.0015649899
3663861,0.0056764656
3663862,0.0014818374
3663863,0.0014382381
3663864,0.012966163
3663865,0.00041594356
3663866,0.0029559138
3663867,0.016430873
3663868,0.0011997918
3663869,0.22270428
3663870,0.0005539968
3663871,0.0005997936
3663872,0.007355757
3663873,0.003979852
3663874,0.0037141526
3663875,0.0052303397
3663876,0.0036753365
3663877,0.00074175326
3663878,0.00049700023
3663879,0.0039205584
3663880,0.0012650718
3663881,0.020675855
3663882,0.009266485
3663883,0.0032875454
3663884,0.015340912
3663885,0.0015346039
3663886,0.026589843
3663887,0.015053323
3663888,0.0142164435
3663889,0.01344944
3663890,0.02081441
3663891,0.014574639
3663892,0.04028758
3663893,0.006647328
3663894,0.00029705564
3663895,0.040632937
3663896,0.009821714
3663897,0.0042011845
3663898,0.037113648
3663899,0.0061070137
3663900,0.084323995
3663901,0.01992493
3663902,0.0007036706
3663903,0.0011507592
3663904,0.0020086495
3663905,0.008520567
3663906,0.00079478114
3663907,0.0011929662
3663908,0.0073925834
3663909,0.008687937
3663910,0.0032993238
3663911,0.07685621
3663912,0.0031918702
3663913,0.026731003
3663914,0.0012276395
3663915,0.0007532677
3663916,0.0037751696
3663917,0.0009803623
3663918,0.00829997
3663919,0.0068168873
3663920,0.00057909236
3663921,0.001950097
3663922,0.009542412
3663923,0.00021392548
3663924,0.0011127796
3663925,0.0083506005
3663926,0.00045246808
3663927,0.0015979672
3663928,0.004143063
3663929,0.023783915
3663930,0.001807622
3663931,0.013904622
3663932,0.0029901962
3663933,0.009369734
3663934,0.00904872
3663935,0.0033624843
3663936,0.008319094
3663937,0.02506216
3663938,0.7648793
3663939,0.010170142
3663940,0.00082228763
3663941,0.003296913
3663942,0.6344338
3663943,0.0032995734
3663944,0.031069681
3663945,0.03769536
3663946,0.0046766237
3663947,0.002382354
3663948,0.0076545402
3663949,0.766589
3663950,0.0012162322
3663951,0.0025073136
3663952,0.0011306594
3663953,0.00037477986
3663954,0.0015873308
3663955,0.022675661
3663956,0.0033625031
3663957,0.0011998981
3663958,0.0033308372
3663959,0.0075585432
3663960,0.0030012308
3663961,0.0028629398
3663962,0.0005213825
3663963,0.035690997
3663964,0.020452827
3663965,0.004201382
3663966,0.0009328418
3663967,0.0004428335
3663968,0.0011957278
3663969,0.0013154009
3663970,0.013364633
3663971,0.019716538
3663972,0.015318757
3663973,0.0013641339
3663974,0.0006496137
3663975,0.0033719798
3663976,0.0009561814
3663977,0.010083455
3663978,0.006541505
3663979,0.0028477884
3663980,0.0020068754
3663981,0.003660281
3663982,0.0019734558
3663983,0.04681182
3663984,0.04177854
3663985,0.04177854
3663986,0.05365752
3663987,0.00050395826
3663988,0.0023032485
3663989,0.0019053194
3663990,0.02750683
3663991,0.0007407583
3663992,0.0066314526
3663993,0.37765598
3663994,0.00027817706
3663995,0.0016610553
3663996,0.02199399
3663997,0.031171683
3663998,0.011254012
3663999,0.032734413
3664000,0.019440675
3664001,0.004751356
3664002,0.029702364
3664003,0.04911993
3664004,0.0009556964
3664005,0.02253453
3664006,0.0018307483
3664007,0.0024286418
3664008,0.0013382323
3664009,0.0028797402
3664010,0.0053171585
3664011,0.00447601
3664012,0.00068108377
3664013,0.005211882
3664014,0.006422806
3664015,0.004136837
3664016,0.10063704
3664017,0.00074490334
3664018,0.0006757952
3664019,0.000992973
3664020,0.0012134683
3664021,0.0017013531
3664022,0.0013287966
3664023,0.052139606
3664024,0.0012685898
3664025,0.002403476
3664026,0.015453884
3664027,0.00617824
3664028,0.0014040285
3664029,0.00998578
3664030,0.0013014941
3664031,0.0089364685
3664032,0.0022540758
3664033,0.0024204534
3664034,0.01289049
3664035,0.00033978847
3664036,0.002914087
3664037,0.005613607
3664038,0.002490598
3664039,0.003046181
3664040,0.017338123
3664041,0.004926324
3664042,0.0061377403
3664043,0.0019256832
3664044,0.000694105
3664045,0.04638253
3664046,0.0014644781
3664047,0.0055388277
3664048,0.00083257665
3664049,0.00490169
3664050,0.00401338
3664051,0.0073184953
3664052,0.1325237
3664053,0.25435215
3664054,0.02525291
3664055,0.007187466
3664056,0.011413372
3664057,0.0027033954
3664058,0.0042476817
3664059,0.108486295
3664060,0.0010593706
3664061,0.0054805037
3664062,0.005303917
3664063,0.0023948618
3664064,0.00039914539
3664065,0.008333296
3664066,0.002576397
3664067,0.0019808118
3664068,0.0069519873
3664069,0.0016990392
3664070,0.00069686596
3664071,0.0035416216
3664072,0.011192972
3664073,0.0126821995
3664074,0.001183968
3664075,0.021978706
3664076,0.0073980056
3664077,0.00097604207
3664078,0.0008007724
3664079,0.018637838
3664080,0.01205709
3664081,0.044447448
3664082,0.0004832121
3664083,0.00054718764
3664084,0.002547635
3664085,0.00061929924
3664086,0.005573621
3664087,0.0021051923
3664088,0.0024027033
3664089,0.00025547587
3664090,0.0022165584
3664091,0.012244263
3664092,0.0027836557
3664093,0.012092824
3664094,0.016962968
3664095,0.002171807
3664096,0.0020198857
3664097,0.000287752
3664098,0.0073708133
3664099,0.013743155
3664100,0.026079535
3664101,0.0013319186
3664102,0.009706102
3664103,0.14433253
3664104,0.0017866164
3664105,0.008975482
3664106,0.0025174792
3664107,0.0018430953
3664108,0.011757187
3664109,0.00312674
3664110,0.0056812502
3664111,0.0033451747
3664112,0.004105751
3664113,0.0021519207
3664114,0.0010163017
3664115,0.006658216
3664116,0.0073533026
3664117,0.0033024868
3664118,0.00057061994
3664119,0.0040950608
3664120,0.0026006103
3664121,0.035721976
3664122,0.001037476
3664123,0.0027020036
3664124,0.0033445389
3664125,0.0040631504
3664126,0.0011834505
3664127,0.0051336433
3664128,0.004299494
3664129,0.0027164253
3664130,0.0027478167
3664131,0.020055458
3664132,0.0021023534
3664133,0.0014072197
3664134,0.0010232955
3664135,0.0049040862
3664136,0.02029308
3664137,0.0012599924
3664138,0.006270922
3664139,0.012908802
3664140,0.012915755
3664141,0.0029430003
3664142,0.004157989
3664143,0.006723336
3664144,0.0015104078
3664145,0.00051564106
3664146,0.016968671
3664147,0.0042745457
3664148,0.0014577828
3664149,0.0070605753
3664150,0.006055679
3664151,0.0005951614
3664152,0.0010272186
3664153,0.045460984
3664154,0.008528099
3664155,0.0038758218
3664156,0.0012377205
3664157,0.022079993
3664158,0.022642381
3664159,0.00035695432
3664160,0.004484847
3664161,0.0026272584
3664162,0.016186446
3664163,0.0100141615
3664164,0.0058134464
3664165,0.0007979494
3664166,0.0018504683
3664167,0.013449004
3664168,0.0011506595
3664169,0.013449004
3664170,0.007663568
3664171,0.01770646
3664172,0.011324234
3664173,0.0027498638
3664174,0.014574811
3664175,0.0021217412
3664176,0.009201942
3664177,0.0014575127
3664178,0.0014178656
3664179,0.0044850684
3664180,0.003696794
3664181,0.0037282845
3664182,0.0020068686
3664183,0.000481406
3664184,0.0030700734
3664185,0.0016315224
3664186,0.102097645
3664187,0.003687457
3664188,0.0055833026
3664189,0.003803356
3664190,0.032455012
3664191,0.025887733
3664192,0.009938088
3664193,0.00047946675
3664194,0.00025599153
3664195,0.0015364805
3664196,0.03565375
3664197,0.00026719455
3664198,0.00095869636
3664199,0.027734004
3664200,0.005237522
3664201,0.0038353775
3664202,0.005437142
3664203,0.00350141
3664204,0.0017480222
3664205,0.0004354126
3664206,0.004785658
3664207,0.011611981
3664208,0.0033037849
3664209,0.008422988
3664210,0.06463341
3664211,0.0077225226
3664212,0.0026393095
3664213,0.05534588
3664214,0.0011086399
3664215,0.0174503
3664216,0.02098067
3664217,0.00024548275
3664218,0.01799788
3664219,0.00066955783
3664220,0.02903407
3664221,0.058663387
3664222,0.049686287
3664223,0.0029175736
3664224,0.003585045
3664225,0.00228304
3664226,0.09598376
3664227,0.0009015631
3664228,0.010348711
3664229,0.007964688
3664230,0.0055626873
3664231,0.0011093481
3664232,0.009154715
3664233,0.001973453
3664234,0.018812897
3664235,0.0011824669
3664236,0.011144229
3664237,0.012126418
3664238,0.00047876162
3664239,0.0016490049
3664240,0.0007703196
3664241,0.0025972445
3664242,0.00070488674
3664243,0.00835013
3664244,0.002597841
3664245,0.005293103
3664246,0.004551985
3664247,0.06738522
3664248,0.0034038837
3664249,0.006098342
3664250,0.0034161068
3664251,0.040649325
3664252,0.0015641042
3664253,0.000577883
3664254,0.006513119
3664255,0.0070363167
3664256,0.0032712298
3664257,0.024289152
3664258,0.0011742986
3664259,0.08380023
3664260,0.0039153947
3664261,0.00082115503
3664262,0.0016540256
3664263,0.00036732332
3664264,0.0012479448
3664265,0.0023410488
3664266,0.010015027
3664267,0.018357905
3664268,0.0025193144
3664269,0.0021705148
3664270,0.05379802
3664271,0.0015920929
3664272,0.004535901
3664273,0.10391579
3664274,0.008025986
3664275,0.0023512836
3664276,0.003586829
3664277,0.00045627521
3664278,0.0015793889
3664279,0.0013840385
3664280,0.004396615
3664281,0.0037223082
3664282,0.0020837896
3664283,0.00053603953
3664284,0.06322352
3664285,0.01776311
3664286,0.0009128303
3664287,0.0040035015
3664288,0.014458116
3664289,0.0044084806
3664290,0.0025559634
3664291,0.002098161
3664292,0.0043115383
3664293,0.044749267
3664294,0.013076439
3664295,0.0024077285
3664296,0.012887251
3664297,0.0020120994
3664298,0.024356352
3664299,0.09375848
3664300,0.004409025
3664301,0.10431192
3664302,0.00066925096
3664303,0.025783222
3664304,0.0071822354
3664305,0.0003519125
3664306,0.026813019
3664307,0.009074488
3664308,0.022911735
3664309,0.029994922
3664310,0.1413747
3664311,0.0010008638
3664312,0.08283865
3664313,0.08036984
3664314,0.00079400605
3664315,0.10847663
3664316,0.05912312
3664317,0.00019474034
3664318,0.0010175117
3664319,0.087819465
3664320,0.0029458336
3664321,0.09711033
3664322,0.0092593925
3664323,0.13852522
3664324,0.023501577
3664325,0.18252058
3664326,0.0006706927
3664327,0.002243263
3664328,0.089103244
3664329,0.0016428048
3664330,0.0020808766
3664331,0.0034053558
3664332,0.003797541
3664333,0.0017411304
3664334,0.00044536803
3664335,0.009496198
3664336,0.0006943587
3664337,0.00052881194
3664338,0.09101059
3664339,0.0010343436
3664340,0.024228694
3664341,0.0020102714
3664342,0.0019838873
3664343,0.024295516
3664344,0.0029851086
3664345,0.00039480362
3664346,0.0019673617
3664347,0.00028800996
3664348,0.0027781175
3664349,0.0023158533
3664350,0.0023911805
3664351,0.004897347
3664352,0.011672655
3664353,0.0099839475
3664354,0.0048694387
3664355,0.00023714073
3664356,0.0002192022
3664357,0.0043654526
3664358,0.0043007927
3664359,0.0033522055
3664360,0.119473755
3664361,0.005841691
3664362,0.0018534344
3664363,0.0065910206
3664364,0.0032925396
3664365,0.0154956225
3664366,0.0016120034
3664367,0.0019610801
3664368,0.0025075364
3664369,0.0013222717
3664370,0.0020812498
3664371,0.0014703702
3664372,0.004067143
3664373,0.002992671
3664374,0.21596558
3664375,0.017709678
3664376,0.0020864776
3664377,0.09477027
3664378,0.0028412286
3664379,0.0011347499
3664380,0.0009523628
3664381,0.0022206085
3664382,0.023523973
3664383,0.004817846
3664384,0.0006400647
3664385,0.0005721121
3664386,0.03708657
3664387,0.012152961
3664388,0.0009477626
3664389,0.003438682
3664390,0.03148642
3664391,0.002302739
3664392,0.003975233
3664393,0.0011213019
3664394,0.11225298
3664395,0.00991147
3664396,0.00053899264
3664397,0.00363273
3664398,0.09385724
3664399,0.007349565
3664400,0.012961294
3664401,0.0031240925
3664402,0.0025678608
3664403,0.004017785
3664404,0.00023829962
3664405,0.004361011
3664406,0.0008226818
3664407,0.013739193
3664408,0.0021899138
3664409,0.0077503463
3664410,0.009378612
3664411,0.0053106304
3664412,0.010066462
3664413,0.0032171034
3664414,0.0025360857
3664415,0.0045681754
3664416,0.011376527
3664417,0.0010120003
3664418,0.00082777615
3664419,0.00481567
3664420,0.004618786
3664421,0.0052404474
3664422,0.0012921287
3664423,0.003454014
3664424,0.020000366
3664425,0.0021920009
3664426,0.0016857032
3664427,0.002370591
3664428,0.0028972037
3664429,0.031707704
3664430,0.0041256626
3664431,0.0016749246
3664432,0.004380036
3664433,0.0015933394
3664434,0.004414852
3664435,0.001437982
3664436,0.0008333569
3664437,0.001072855
3664438,0.02186656
3664439,0.01012219
3664440,0.004234725
3664441,0.00059893564
3664442,0.0014572373
3664443,0.00060403196
3664444,0.0015512871
3664445,0.0030640678
3664446,0.0034607006
3664447,0.009760192
3664448,0.0059237415
3664449,0.0041422746
3664450,0.019534767
3664451,0.010215127
3664452,0.0037711707
3664453,0.001851262
3664454,0.04582168
3664455,0.008780354
3664456,0.013241207
3664457,0.0018298484
3664458,0.00091612566
3664459,0.007149163
3664460,0.006121876
3664461,0.00014443853
3664462,0.012601504
3664463,0.0019521818
3664464,0.011640512
3664465,0.0006447211
3664466,0.0004512349
3664467,0.0030560219
3664468,0.013207375
3664469,0.0004749446
3664470,0.0025549436
3664471,0.00806325
3664472,0.0019947498
3664473,0.004472085
3664474,0.0042827083
3664475,0.0040544937
3664476,0.006205534
3664477,0.0014063971
3664478,0.0068806
3664479,0.0073911212
3664480,0.004461557
3664481,0.017356006
3664482,0.008716285
3664483,0.0029882297
3664484,0.0012664945
3664485,0.017502118
3664486,0.004337546
3664487,0.004627686
3664488,0.0012583224
3664489,0.003931988
3664490,0.06566932
3664491,0.011484685
3664492,0.0045063775
3664493,0.008087761
3664494,0.0018875883
3664495,0.001053513
3664496,0.011581079
3664497,0.00062753697
3664498,0.0066831606
3664499,0.0017599879
3664500,0.0023492968
3664501,0.006573447
3664502,0.0013056097
3664503,0.009718779
3664504,0.00046157575
3664505,0.056889903
3664506,0.0028283268
3664507,0.0012862141
3664508,0.0024002313
3664509,0.006513594
3664510,0.030432843
3664511,0.002716255
3664512,0.0070622903
3664513,0.005998931
3664514,0.005998931
3664515,0.0020903104
3664516,0.0081615355
3664517,0.005998931
3664518,0.005998931
3664519,0.0036694272
3664520,0.0058177416
3664521,0.0161993
3664522,0.0037653064
3664523,0.0027957163
3664524,0.0024388803
3664525,0.018056044
3664526,0.007413414
3664527,0.0077108643
3664528,0.046792366
3664529,0.0015706023
3664530,0.004772302
3664531,0.0004322714
3664532,0.0051462445
3664533,0.0058893375
3664534,0.08966479
3664535,0.00082768395
3664536,0.0201198
3664537,0.0015248938
3664538,0.003113996
3664539,0.0040511913
3664540,0.0004379299
3664541,0.0016924434
3664542,0.019608017
3664543,0.002857224
3664544,0.0044381646
3664545,0.003248209
3664546,0.0006721616
3664547,0.0012804222
3664548,0.00180146
3664549,0.06293757
3664550,0.011717629
3664551,0.005295019
3664552,0.013644315
3664553,0.09029102
3664554,0.019380633
3664555,0.012784547
3664556,0.040100433
3664557,0.0041284966
3664558,0.003794782
3664559,0.0018266272
3664560,0.0022353842
3664561,0.0009316893
3664562,0.009361562
3664563,0.0049002366
3664564,0.002151598
3664565,0.00705725
3664566,0.0085895285
3664567,0.004702901
3664568,0.0022980026
3664569,0.0010265949
3664570,0.0017411966
3664571,0.015313429
3664572,0.0013753467
3664573,0.013937814
3664574,0.00028191658
3664575,0.0008654803
3664576,0.0064814556
3664577,0.0014852117
3664578,0.049609713
3664579,0.00035736102
3664580,0.004599196
3664581,0.018440895
3664582,0.0019048235
3664583,0.0052165957
3664584,0.002157228
3664585,0.1388273
3664586,0.026208065
3664587,0.000980443
3664588,0.08640228
3664589,0.00921303
3664590,0.06763911
3664591,0.00605357
3664592,0.0022274284
3664593,0.08542907
3664594,0.0043564048
3664595,0.034178186
3664596,0.0017178548
3664597,0.49502304
3664598,0.0090683885
3664599,0.004263098
3664600,0.008118625
3664601,0.0079144845
3664602,0.015445386
3664603,0.0014407316
3664604,0.0029442373
3664605,0.0024351845
3664606,0.016900163
3664607,0.033817515
3664608,0.0027988062
3664609,0.007566162
3664610,0.0025689087
3664611,0.0029923525
3664612,0.0018629575
3664613,0.0022102662
3664614,0.0016334996
3664615,0.0021207936
3664616,0.001754627
3664617,0.00598569
3664618,0.0048519555
3664619,0.011809658
3664620,0.0025984244
3664621,0.00795474
3664622,0.0042610015
3664623,0.00836198
3664624,0.15783343
3664625,0.0019306983
3664626,0.0049459436
3664627,0.035262126
3664628,0.058933675
3664629,0.013716473
3664630,0.0014374349
3664631,0.004706386
3664632,0.0037119407
3664633,0.007425223
3664634,0.042523798
3664635,0.00064678554
3664636,0.0047389995
3664637,0.0034683328
3664638,0.0035166529
3664639,0.017127177
3664640,0.0003170487
3664641,0.013234505
3664642,0.0016942509
3664643,0.020439344
3664644,0.0023135308
3664645,0.0054285107
3664646,0.06617001
3664647,0.0011659863
3664648,0.027142016
3664649,0.7660046
3664650,0.00068269187
3664651,0.022910027
3664652,0.0015097248
3664653,0.0069050514
3664654,0.027484834
3664655,0.037523977
3664656,0.0058793095
3664657,0.00091365475
3664658,0.0017861198
3664659,0.00282713
3664660,0.86593735
3664661,0.749563
3664662,0.0018971232
3664663,0.4095233
3664664,0.0034222307
3664665,0.0015663927
3664666,0.00045222687
3664667,0.002409478
3664668,0.046209615
3664669,0.00018514258
3664670,0.009138815
3664671,0.00077104266
3664672,0.00562547
3664673,0.0007274914
3664674,0.0015913191
3664675,0.002888588
3664676,0.0002747052
3664677,0.0035930956
3664678,0.0006546626
3664679,0.016953502
3664680,0.004611846
3664681,0.0028169653
3664682,0.002863035
3664683,0.0020804578
3664684,0.0026952275
3664685,0.022666274
3664686,0.00067994784
3664687,0.0019030493
3664688,0.037103407
3664689,0.020308554
3664690,0.02071162
3664691,0.00104164
3664692,0.004471073
3664693,0.006776279
3664694,0.00087372516
3664695,0.0024509556
3664696,0.0006048826
3664697,0.012895029
3664698,0.0008472512
3664699,0.001370086
3664700,0.0008331922
3664701,0.0011017617
3664702,0.0069783325
3664703,0.0014999827
3664704,0.005884108
3664705,0.0040074033
3664706,0.0024841204
3664707,0.037002627
3664708,0.037727818
3664709,0.0018368337
3664710,0.000186327
3664711,0.0032976856
3664712,0.028982434
3664713,0.004503189
3664714,0.0021558683
3664715,0.00087574427
3664716,0.019311368
3664717,0.0057959636
3664718,0.0005908422
3664719,0.0018047764
3664720,0.0015870559
3664721,0.022332447
3664722,0.0007190661
3664723,0.0018197569
3664724,0.0004903194
3664725,0.028194608
3664726,0.014245054
3664727,0.0034863288
3664728,0.012468081
3664729,0.010527705
3664730,0.2875962
3664731,0.0048186556
3664732,0.007728756
3664733,0.008533286
3664734,0.0010658264
3664735,0.0012181016
3664736,0.0014443286
3664737,0.003580607
3664738,0.00026732092
3664739,0.00077109114
3664740,0.031042363
3664741,0.001145539
3664742,0.0015310709
3664743,0.0037674964
3664744,0.00042851633
3664745,0.0904597
3664746,0.02429542
3664747,0.0034568252
3664748,0.0006699482
3664749,0.0014245198
3664750,0.0060842778
3664751,0.0007686346
3664752,0.002530418
3664753,0.05660633
3664754,0.00068120455
3664755,0.0018026781
3664756,0.010118717
3664757,0.0100438455
3664758,0.011228985
3664759,0.0015983804
3664760,0.13929789
3664761,0.0029147258
3664762,0.0016377923
3664763,0.0004688069
3664764,0.027238559
3664765,0.002834033
3664766,0.0047271643
3664767,0.0019498987
3664768,0.0071960567
3664769,0.004186985
3664770,0.057161715
3664771,0.00484065
3664772,0.0003148069
3664773,0.0069685658
3664774,0.0011130723
3664775,0.05339145
3664776,0.0018332056
3664777,0.001210012
3664778,0.000878493
3664779,0.0024078991
3664780,0.0013262912
3664781,0.0010593826
3664782,0.0003201557
3664783,0.00028942563
3664784,0.0006896339
3664785,0.0048202975
3664786,0.050099686
3664787,0.0025643846
3664788,0.014528566
3664789,0.0039770002
3664790,0.00044244892
3664791,0.0032480762
3664792,0.0036093174
3664793,0.00031499035
3664794,0.00042254452
3664795,0.002915897
3664796,0.0011124229
3664797,0.006114885
3664798,0.0014522313
3664799,0.0005700304
3664800,0.001987307
3664801,0.0032423108
3664802,0.0009192598
3664803,0.0064129755
3664804,0.03517674
3664805,0.0021315373
3664806,0.0062215785
3664807,0.00336351
3664808,0.007921852
3664809,0.010182232
3664810,0.0015291797
3664811,0.0022279096
3664812,0.007833132
3664813,0.003886396
3664814,0.00048326043
3664815,0.110541835
3664816,0.0031555824
3664817,0.0053823004
3664818,0.002127865
3664819,0.08065436
3664820,0.001609617
3664821,0.031307783
3664822,0.066016816
3664823,0.00498149
3664824,0.00841048
3664825,0.004737264
3664826,0.021791568
3664827,0.008267007
3664828,0.0008777588
3664829,0.042071976
3664830,0.0065117744
3664831,0.02732695
3664832,0.00032128856
3664833,0.0011527747
3664834,0.104442865
3664835,0.0030547322
3664836,0.0024210026
3664837,0.005342597
3664838,0.0037925583
3664839,0.0011396697
3664840,0.0060897702
3664841,0.019464226
3664842,0.030798357
3664843,0.0015445749
3664844,0.0019688208
3664845,0.008055336
3664846,0.0117809735
3664847,0.00058417086
3664848,0.009672153
3664849,0.0002983294
3664850,0.010700596
3664851,0.02201096
3664852,0.02479105
3664853,0.014524388
3664854,0.0078572715
3664855,0.059662756
3664856,0.00572831
3664857,0.0022013392
3664858,0.0006091305
3664859,0.017299471
3664860,0.0446332
3664861,0.001072176
3664862,0.0038989927
3664863,0.0010101637
3664864,0.0021804764
3664865,0.0021667844
3664866,0.0051223584
3664867,0.01102753
3664868,0.0026659553
3664869,0.00159101
3664870,0.00037090882
3664871,0.009694582
3664872,0.0012887942
3664873,0.0043781837
3664874,0.013458947
3664875,0.0033596968
3664876,0.00095705595
